"Pablo Picasso Nature Morte au Gramophone   Spain, 1908-1909   ink, watercolor and pencil on wove paper   9.25 h x 7 w inches   Signed to the upper right corner 'Picasso'. Signed to the reverse 'Picasso'.   Literature:  Pablo Picasso, Vol. 26 Supplement aux Annees 1907-1909 , Zervos, no. 377   Provenance: Brook Street Gallery, London | Annely Juda Fine Art, London | Acquired from Waddington Galleries, London in 1997 | Important private collection",Pablo Picasso Nature Morte au Gramophone,Thu,200000,200000,300000,102000,1908,United States,6,69
"Grand vase aux danseurs, 1950  Red earthenware bellied vase with large neck, incised and painted in white engobe, 27 1/2 x 12 3/4 x 12 3/4 in. (69.9 x 32.4 x 32.4 cm) numbered `21' on the inside top and with the Empreinte Originale de Picasso and Madoura Plein Feu pottery stamps, one of 25 numbered copies, incised with date '24 Juin 50' at side bottom, generally in very good condition.   PROVENANCE: Jane Kahan Gallery, New York  LITERATURE: Alain Ramié 114; Georges Ramié 690; Georges Bloch céramique 19","PABLO PICASSO, Grand vase aux danseurs, 1950",Thu,195000,200000,400000,160000,2643,United States,7,88
"Artist/Maker: PICASSO, Pablo, 1881-1973  Year: 1958  Media: Linoleum cut on thin pink paper  Dimensions: 25 x 21 1/2 in.  Description: An unrecorded and probably unique example of the first state in black with the additional rose color in the background.",Portrait de Jacqueline au Fauteuil,Sat,160000,200000,350000,70000,632,United States,5,40
"PABLO PICASSO ""BONNE FETE MONSIEUR PICASSO"" STILL  LIFE IN TEMPERA, 1931.  Picasso Still Life  ,Original Gouche 1931, Hand Signed “Picasso” upper  right corner. Frame=26""h x 32""w, Without frame=19 11/16""h x 25 11/16""w. Monsieur Picasso and Mr. Hitchcock A still life painting with a silver-screen connection. The work from 1931 — a scene depicting a classical bust, wine bottle, fruit, and a window surrounded by a flourish of ironwork is signed Picasso in the upper right. The back bears a faded label from its last exhibition: “‘Bonne Fête’ Monsieur Picasso,” at the UCLA Art Galleries, 1961, on the occasion of the modern master’s 80th birthday. It appears in the exhibition catalog which featured loans from Hollywood notables Kirk Douglas, Vincent Price, and Mrs. Gary Cooper, as well as the Los Angeles Museum of Art, as number 95. The painting, a tempera (gouache) on paper, measures 19 5/8 x 25 ¾ "", and its original owner was Alfred Hitchcock, who lent it to the UCLA exhibition. It came to Houston via the late director’s only child, daughter Pat Hitchcock O’Connell, who gifted it to her best friend, Georgia Waller, and her husband, Gerard Waller. It was bestowed upon them in 1982, after Hitchcock and his wife Alma had both passed on. Mrs. Waller died in 2008, and Mr. Waller is now sending the painting with the Hollywood provenance to auction. (Hitchcock worked with Picasso and Dali and is known for employing artwork throughout his films to great effect; he also commissioned Dalí to create a dream sequence for his 1945 film Spellbound.) This artwork has been looked at by Christies and Claude Picasso.","PABLO PICASSO ""BONNE FETE PICASSO"" TEMPERA, 1931",Wed,158000,300000,500000,100000,663,United States,7,271
"""Bouquet de Provence"". Signed Picasso l/l. Inscribed Cannes and dated 8.4.58 l/r. Crayon on Paper. Measuring 14 1/2"" by 10 1/2"" (sheet size). (200000/300000) Accompanied by a photo certificate signed by Picasso and dated 6.25.1964 Provenance: Acquired directly from the artist by Mrs. Helene Desfosse, Paris, Cannes. Mme. Bertotti, Paris, Cannes. M. Knoedler, New York, Jan. 1969, No. CA 8045 Henry Helfer & Co., New York, Feb. 1969 Mrs. Nathan Goldman, New York, Paris and Palm Beach, 1969 Galerie Thomas, Munich, Germany Sotheby's, Paris",PABLO PICASSO (Spanish. 1881-1973),Mon,150000,200000,300000,140000,1358,United States,4,84
"Pablo Picasso, ""Plat taureau a l'oiseau"" unique ceramic, hand painted white terra cotta plate, 1951. Dated by Picasso on verso, ""18 Juillet / 1951"" and stamped, ""Madoura Plein Feu"". 2""H x 14.5"" Dia. PROVENANCE: Estate of the artist. Jacqueline Picasso, Paris (by descent from the estate). Etienne Sassi Inc., Paris. (acquired from the above) Hammer Galleries, New York. From the Collection of Sam Wyly, Dallas, Texas (acquired from the above in 1997). EXHIBITED: ""Picasso, Ceramiste a Vallauris, Pieces uniques,"" Musée Magnelli, Musée de la Ceramique, Vallauris, France, July - November 2004. ""Picasso: Ceramics at Vallauris, 1946 -1973,"" Hammer Galleries, New York, April - May 2005. LITERATURE: ""Picasso: Unique Ceramics, From the Estate of Jacqueline Picasso,"" New York: Hammer Galleries, 1999, p. 19 (illustrated in color). Sandra Benadretti-Pellard, ""Picasso: Céramiste à Vallauris, Pièces uniques,"" Museé Magnelli, Museé de la Céramique, Paris: Chiron, 2004, Cat. 69, illustrated in color on cover, p. 121). NOTE: With a rhythmic intensity and a highly decorated surface, ""Plat taureau a l'oiseau"" exemplifies the unparalleled virtuosity and experimentation paired with the most traditional of forms. This large circular plate from 1951 is exquisitely detailed with loose grids, broken lines and a flurry of dots atop the silhouetted forms of the bull, bird, and setting, whilst also energizing the negative space surrounding them. While an anomaly with an all-over decorative treatment, the pleasant juxtaposition of subject matter and the sheer visual impact has a charm and simplicity all its own. A copy of the signed certificate of authenticity from Catherine Hutin (Jacqueline Picasso's daughter) dated July 21, 1990 is included with this lot. Pablo Picasso (Spanish, 1881-1973).","Pablo Picasso, ""Plat taureau a l'oiseau"" unique",Wed,140000,30000,50000,15000,985,United States,7,269
"La femme à la fenêtre, 1952-3  Aquatint and etching, on Arches paper, with full margins (deckle on right and left), I. 32 3/4 x 18 5/8 in. (83.2 x 47.3 cm); S. 35 3/8 x 25 in. (89.9 x 63.5 cm) signed and numbered 32/50 in pencil (there are also 15 artist's proofs), printed by Lacourière, Paris, published by Galerie Louise Leiris, Paris, pale mat staining, minor soiling in the margins, two small repaired tears at upper sheet edge (with associated creasing), the paper slightly thinned in places in the upper margin (one area with backing), otherwise in very good condition, framed.   Property from a Private Collector, New York    LITERATURE Georges Bloch 695; Brigitte Baer 891   Pablo had told me, that first afternoon I visited him alone, in February 1944, that he felt our relationship would bring light into both of our lives. My coming to him, he said, seemed like a window that was opening up and he wanted it to remain open. I did, too, as long as it let in the light. During the fall of 1952 [Madame Ramié] imported a young cousin of hers named Jacqueline Roque to be a salesgirl at the pottery [shop]…She spoke a little Spanish and since very little pottery was sold in the winter, her chief occupation appeared to be holding conversations in Spanish with Pablo…he undoubtedly saw Jacqueline Roque and talked with her more often than I might have imagined at the time, had I given it any thought…A week after I left Vallauris on September 30, Pablo came to Paris and stayed two weeks. Within a week of the time he got back to the Midi, Jacqueline Roque had taken over.  Francoise Gilot, Life with Picasso, McGraw-Hill, Inc., New York, 1964, p. 358 and p. 367 In the upper right corner of the plate, one can see the word Lacourière written in drypoint (reversed from printing). Picasso saw this plate in the studio and drew Francoise looking out a window on the back side of it. The copper plate manufacturer etched the word to signal it  was going to that printshop.","49: PABLO PICASSO, La femme à la fenêtre, 1952-3",Sun,140000,90000,120000,65000,2794,United States,9,352
"Pablo Picasso, ""Plat picador et toreador"" unique partially glazed terra cotta rectangular plate, 1953. Dated on front, ""23.3.53"". Signed, ""Picasso"" and stamped, ""Madoura Plein Feu"" on reverse. 12.125""H x 19.25""W. PROVENANCE: Galerie Louise Leiris, Paris. The Estate of Mrs. William A.M. Burden (acquired from the above in 1955). Christie's New York: November 12, 1997, Lot 303. Etienne Sassi Inc., Paris. Hammer Galleries, New York. Elliott Yeary Gallery, Aspen, Colorado. From the Collection of Mrs. Charles J. Wyly, Jr., Dallas, Texas (acquired from the above in 1998). EXHIBITED: ""Picasso, Ceramiste a Vallauris, Pieces uniques,"" Musée Magnelli, Musée de la Ceramique, Vallauris, France, July - November 2004. ""Picasso: Ceramics at Vallauris, 1946 -1973,"" Hammer Galleries, New York, April - May 2005. LITERATURE: Kahnweiler, 84. Ramié, 124 (illustrated, p. 56). ""Picasso: Unique Ceramics, From the Estate of Jacqueline Picasso,"" New York: Hammer Galleries, 1999, p. 44 (illustrated in color). Sandra Benadretti-Pellard, ""Picasso: Céramiste à Vallauris, Pièces uniques,"" Museé Magnelli, Museé de la Céramique, Paris: Chiron, 2004, Cat. 72, pp. 47, 123 (illustrated in color). NOTE: By a stroke of sheer luck, friend of Picasso and noted Irish photographer Edward Quinn happened to be visiting the Madoura studio the day ""Plat picador et toreador"" was being hand-painted by Picasso, with the date boldly noted on the front (23.3.53; March 23, 1953). Quinn's eleven photos of the event capture the artist deftly adding the black linear elements to the outer rim, having already painted the bullfighting scene at center, and yet to address the equally decorated and signed underside. This work initially sold through Picasso's Parisian dealer, Galerie Louise Leiris, to the wife of the President of the Museum of Modern Art, Mrs. William A. M. Burden. Pablo Picasso (Spanish, 1881-1973).","Pablo Picasso, ""Plat picador et toreador""",Wed,130000,40000,60000,20000,985,United States,6,286
"Pablo Picasso (Spanish, 1881-1973) ""Le Repas Frugal, from La Suite des Saltimbanques,"" 1904, etching on Van Gelder paper, 18.25"" x 14.75"", unsigned, edition of 250, Bloch 1, framed. Provenance: Acquired by the present owner from R.S. Johnson Fine Art, Chicago","537: Pablo Picasso Le Repas Frugal, from La Suite des ",Sun,130000,90000,110000,45000,2325,United States,10,40
"Pablo Picasso Homme et Vieille Femme V   Spain, 1960   ink on wove paper   13.5 h x 17 w inches   Signed and dated to the lower right 'Picasso 17.6.60. V'.   Literature:  Pablo Picasso, Vol. 19 Oeuvres de 1959 a 1961 , Zervos, no. 351   Provenance: Acquired from Galerie Louise Leiris, Paris in 2000 | Important private collection",Pablo Picasso Homme et Vieille Femme V,Thu,120000,100000,150000,50000,1908,United States,7,56
Nude Couple 1973 Color felt-tip pen black wax crayon gray wash and pencil 34X27 cm. Dated. The authenticity of this work has been confirmed by Maya Widmaier Picasso. €This drawing is dedicated to Maurice Bresnu whom Picasso nicknamed €™Nounou€™ for nounours (teddy bear)€. Provenance: - Maurice and Jaqueline Bresnu Mougins (a gift from the artist). - Sale: Christie€™s New York 19th November 1998 lot 498. - Purchased at the above sale by the present owner. Exhibition: - Milan Palazzo Marina alla Scala Picasso: La Collection Nascosta 1996. - Seoul KED Museum Picasso: The Hidden Collection 1997. - Vienna Kunsthaus Wien Picasso: Die verborgene Sammlung 1998. Literature: - Arturo Carlo Quintavalle €Picasso segreto variazoni sull€™eros€ Panorama Milan 26th September 1996 p. 143 (illustrated). - Gaston Diehl Roger Passeron Osvaldo Patani and Pierre Restany Picasso. La collection secrete 1996 p. 177 (illustrated). - The Picasso Project Picasso€™s Paintings Watercolors Drawings and Sculpture. The Final Years 1970-1973 San Francisco 2004 p. 356 no. 73-001 (illustrated).,Pablo Picasso 1881 - 1973,Sat,120000,50000,70000,50000,751,Israel,5,162
"Pablo Picasso ""Assiette tête de femme"" unique ceramic, hand painted red terra cotta, 1953. Dated by Picasso on verso, ""21.2.53"" and stamped, ""Madoura Plein Feu"". 9.5""H x 9.645""W. PROVENANCE: Estate of the artist. Jacqueline Picasso, Paris (by descent from the estate). Etienne Sassi Inc., Paris. (acquired from the above). Hammer Galleries, New York. From the Collection of Sam Wyly, Dallas, Texas (acquired from the above in 1997). EXHIBITED: ""Hommage a Jacqueline Picasso,"" Galerie Sassi Milici, Vallauris, France, July 21-September 10, 1990. ""Picasso-Unique Ceramics,"" Hammer Galleries, May 1-June 11, 1996. ""Picasso: Céramiste à Vallauris, Pièces uniques,"" Musée Magnelli, Musée de la Céramique, Vallauris, France, July 3-November 30, 2004. LITERATURE: ""Picasso: Unique Ceramics, From the Estate of Jacqueline Picasso,"" New York: Hammer Galleries, 1999, title page (illustrated in color). Sandra Benadretti-Pellard, ""Picasso: Céramiste à Vallauris, Pièces uniques,"" Musée Magnelli, Musée de la Céramique, Paris: Chiron, 2004. NOTE: The original signed certificate of authenticity from Maya Widmaier Picasso dated November 17, 1996 is included with this lot. Additionally, a copy of the signed certificate of authenticity from Catherine Hutin (Jacqueline Picasso's daughter) is also included. Pablo Picasso (Spanish, 1881-1973).","Pablo Picasso ""Assiette tête de femme"" unique",Wed,120000,20000,30000,10000,649,United States,7,186
" Pablo PICASSO (1881-1973)   Reclining Nude, 4/11/1970   Color ink, dated and signed upper left   22 x 30 cm - 8 5/8 x 11 ? in.","117: Pablo PICASSO (1881-1973) , Reclining Nude, 1970",Thu,120000,120000,150000,100000,2272,United States,8,24
"Pablo Picasso (1881-1973) Le Repas Frugal, from: La Suite des Saltimbanques (Bloch 1; Baer 2 II b2)etching with drypoint, 1904, a fine impression from the edition of 250 after steel-facing, published by Ambroise Vollard, 1913, on Van Gelder wove paper, with full margins,  463 x 377 mm (18 1/4 x 14 7/8 in) IMPORTANT: This lot is sold subject to Artists Resale Rights, details of which can be found in our Terms and Conditions.","185: Pablo Picasso (1881-1973) Le Repas Frugal, from: L",Thu,127282,77611,108655,68297,2209,United Kingdom,9,74
"PABLO PICASSO (Spanish, 1881-1973)  Déjeuner sur l'herbe , 1962  Linoleum cut in colors  20-3/4 x 25-1/4 inches (52.8 x 64.0 cm)  Ed. 30/50  Signed and numbered LITERATURE:Bloch, 1027Alternate Artist Spellings: ""Pablo Picasso"", ""Picasso, Pablo"", ""Picasso, Pablo Diego José Francisco de Paula Juan Nepomuceno Crispín Crispiniano de la Santissima Trinidad Ruiz Blasco"", ""Picasso, Pablo Ruiz"", ""Picasso, Pablo Ruiz y"", ""Ruiz Picasso, Pablo"", ""Ruiz y Picasso, Pablo"", ""Ruiz, Pablo"", ""Ruys Picasso, Pablo"", ""Ruys, Pablo""
        ","64012: PABLO PICASSO (Spanish, 1881-1973) Déjeuner sur ",Tue,110000,80000,100000,40000,2246,United States,7,72
"Pablo Picasso (Spanish, 1881-1973) 'Portrait de Jacqueline au Chapeau de Paille'  1962 Linoleum cut on paper ed. 3 of 50, 29.25 x 24.25 (in).  Signed Picasso in pencil, lower right.",Pablo Picasso  'Portrait de Jacqueline au Chapeau de,Sat,100000,80000,120000,55000,996,United States,8,30
"Pablo Picasso, Spanish (1881-1973) Gouache and Ink Wash On Paper “Joi De Vivre”. Signed lower right. Claude Picasso and  Maya Widmaier-Picasso have confirmed the authenticity of this work. Provenance:   Hirschl & Adler Galleries, New York  Irving Galleries, Palm Beach (label en verso)  Acquired from the above by the present owner circa 1978-79. Toning from age or in good condition. Measures 19"" x 25-1/2"", frame measures 31"" x 36"". Shipping: Third party (estimate $100,000-$200,00)","Pablo Picasso, Spanish (1881-1973) Gouache and Ink Wash",Wed,95000,100000,200000,50000,558,United States,8,73
"Roi et Reine (a set of two)  1967; 1970  Pen and ink on paper  29 x 23.3 cm (left); 29 x 23.5 cm (right)  Signed upper center Picasso , dated 10.11.67 and dedicated Pour mon cher ami Feld (Reine)  Signed lower right Picasso dated 16.5.70  Dedicated upper center Pour Jacqueline Feld (Roi)  PROVENANCE:  Collection of Charles Feld, Paris  Sotheby's Taipei, October 15, 1995, lot 167  Sotheby’s Hong Kong, January 20, 2015, lot 062  Private collection, Asia  The authenticity of this work is confirmed by Claude Picasso, the son of the artist.","Pablo PICASSO (Spanish, 1881 - 1973)",Sat,93013,106301,166096,73082,408,Taiwan,6,91
"Pablo Picasso  (1881 Malaga - 1973 Mougins) ""La guerre et la paix"", 1961 crayon on paper, 36 x 26 cm (sheet size), drawing on title page of the book: 'LA | GUERRE | ET LA PAIX' signed: 'Picasso' and date: '27. II. 61' dedication lower left: ‘ Pour Dominique Sassi | son ami | Picasso’  CERTIFICATES: Certificate from Louis Picasso (artist's son, on the photo of the work); Certificate from Maya Widmaier-Picasso (artist's daughter, on the photo of the work, February 18th 2007)","Pablo Picasso  (1881 Malaga - 1973 Mougins) ""La guerre",Thu,98886,98886,148329,98886,1544,Poland,9,83
"Pablo Picasso  (Spanish, 1881-1973)  Femme au Fauteuil No. 4,  1949  lithograph  epreuve d'artiste, signed  Picasso  (lower right)  27 1/4 x 21 1/2 inches.   Ref: Bloch, 588  Property from the Estate of Norma B. Harris, Chicago, Illinois     Provenance:  [with] R.S. Johnson Fine Art, Chicago, Illinois","464: Pablo Picasso, (Spanish, 1881-1973), Femme au Faut",Mon,85000,60000,80000,30000,2618,United States,8,44
"circa 1962; Bloch, 1069 linocut in colors signed and numbered 32/50  Published:  Galerie Louise Leiris approximately 25 1/4 x 30 inches","PABLO PICASSO:  ""JACQUELINE AU BANDEAU DE FACE""",Sun,80000,80000,120000,50000,1583,United States,7,21
"Pablo Picasso (Spanish; 1881-1973) ""Picador and Bull"" Original Copper Plate & Artist Proof Etching From the Carmen Suite (1 of 4 Aquatints for the Deluxe Edition) W/COAs - This magnificent specimen is an original copper plate and etching by one of the most influential artists of the 20th century, Pablo Picasso. This plate and etching are a part of the Carmen Suite, created by Picasso while in Paris and remembering his homeland. The collection was inspired by one of the most poignant works in Spanish literature, ""Carmen"" by Prosper Merimee, and consisted of 42 copper plates and 38 etchings, made for an illustrated version of the book, in an extremely limited edition of only 320. The plates were made by Picasso and the etchings were printed either by Picasso, or by Roger Lacourier in Paris. This piece is titled ""Picador and Bull"" and was created by Picasso in 1949.  The piece is especially significant as it is a copper plate made by Picasso for one of only four aquatints for the deluxe editions of the illustrated book ""Carmen"". Of the 320 illustrated versions of ""Carmen"", only 11 were these deluxe editions. The original etching was also created by Picasso, and was the second of four artist working proofs that were printed by the artist on wove paper, using the sugar-lift aquatint method. This is a stunning piece that truly belongs in a museum, from one of Picasso's greatest collections. This is a once in a lifetime chance to own an original work by arguably one of the most influential and well known artists of all time. You will never see a piece like this again, as most people would likely never see anything more than pictures of this master's work in art books. The piece is dated in the lower right ""2.5.49 II"", and both will come with individual certificates of authenticity. The plate measures approx. 14"" x 11"", and the etching measures approx. 13 1/2"" x 10 7/8"". Both pieces will come framed in exhibit quality frames.","Pablo Picasso (1881-1973) ""Picador and Bull""",Sat,80000,200000,225000,20000,352,United States,6,338
